analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
ERYTHROMYCIN ETHYLSUCCINATE,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,0.0,16.0,543.0,399955.0,16.0,22.299657104624906,1.3361211561739794,372.17785579251546,1.4361227270979178,18,0,0,,,,,,,,0.02440364132090264,0.08903059568454537,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN STEARATE,0.0,22.0,543.0,399949.0,22.0,16.35283655320454,0.9906946549027411,269.9270274775788,1.430484837795582,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,22,0,0,,,,,,,,0.02982667272554767,0.10881517250333322,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN TOPICAL SOLUTION 2%,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN\ISOTRETINOIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN\TRETINOIN,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ERYTHROPOIETIN,0.0,26.0,543.0,399945.0,26.0,13.884345003558348,0.8450253757016504,228.12928667114727,1.4281380450783527,0.0,0.0,0.0,0.0,0.0,,,,,26,0,0,,,,,,,,0.035249704130192704,0.1285997493221211,False,False,False,False,False,uncertain,False,,False,,
ESAXERENONE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ESBRIET,0.0,134.0,543.0,399837.0,134.0,2.7348385618478606,0.16995737183818954,44.00716414049339,1.4174898135989902,0.0,130.0,543.0,399841.0,130.0,2.818693229282323,0.17514094978424005,45.36364300062131,1.4175701967250172,134,0,0,,,,,,,,0.18167155205560853,0.6627833234293933,False,False,False,False,False,uncertain,False,,False,,
ESCHERICHIA COLI,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,0.0,0.0,0.0,0.0,0.0,,,,,20,0,0,,,,,,,,0.027115157023225155,0.09892288409393929,False,False,False,False,False,uncertain,False,,False,,
ESCITALOPRAM,0.0,759.0,543.0,399212.0,759.0,0.4835560362970603,0.03017821635259543,7.748186225035594,1.415330027601006,0.0,308.0,543.0,399663.0,308.0,1.1918175460988043,0.07428101847910278,19.122369244150573,1.4160098585792895,759,0,1,,,,,,,,1.0290202090313947,3.7541234513649964,False,False,False,False,False,uncertain,False,,False,,
ESCITALOPRAM OXALATE,0.0,211.0,543.0,399760.0,211.0,1.7388413683310824,0.10826330566315219,27.92792336885566,1.4165347014063658,0.0,48.0,543.0,399923.0,48.0,7.5858742969868835,0.46715605091249357,123.18258264509879,1.4221325478246363,211,0,0,,,,,,,,0.28606490659502537,1.0436364271910596,False,False,False,False,False,uncertain,False,,False,,
ESCULIN,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ESFLURBIPROFEN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ESIDREX,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
ESKETAMINE,3.0,1127.0,540.0,398844.0,1130.0,1.9661047027506655,0.6311596364103211,6.124548337982202,0.5797197632282718,0.0,1114.0,543.0,398857.0,1114.0,0.32923662865060094,0.020553274732639192,5.273940968301102,1.4151818600133395,1130,3,3,182137.0,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,YQEZLKZALYSWHR-ZDUSSCGKSA-N,True,,2.0,ESKETAMINE | SPRAVATO,1.5320063718122212,5.58914295130757,False,False,False,False,False,uncertain,True,True,True,,
ESKETAMINE HYDROCHLORIDE,1.0,3.0,542.0,399968.0,4.0,245.98277982779828,25.546006989610756,2368.5708688805557,1.1555002604861384,0.0,0.0,0.0,0.0,0.0,,,,,4,1,1,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ESLICARBAZEPINE,0.0,53.0,543.0,399918.0,53.0,6.876828104445916,0.42405416768018384,111.5205753944229,1.421454894007358,0.0,41.0,543.0,399930.0,41.0,8.86557453364516,0.5446566895678135,144.30817305114823,1.4233547738984695,53,0,0,,,,,,,,0.07185516611154666,0.26214564284893915,False,False,False,False,False,uncertain,False,,False,,
ESLICARBAZEPINE ACETATE,0.0,41.0,543.0,399930.0,41.0,8.86557453364516,0.5446566895678135,144.30817305114823,1.4233547738984695,0.0,26.0,543.0,399945.0,26.0,13.884345003558348,0.8450253757016504,228.12928667114727,1.4281380450783527,41,0,0,,,,,,,,0.05558607189761157,0.20279191239257555,False,False,False,False,False,uncertain,False,,False,,
ESMOLOL,0.0,23.0,543.0,399948.0,23.0,15.656932020591517,0.9497651277443778,258.1054127346329,1.4298236318561188,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,23,0,0,,,,,,,,0.031182430576708928,0.11376131670803019,False,False,False,False,False,uncertain,False,,False,,
ESMOLOL HYDROCHLORIDE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ESOMEPRAZOLE,0.0,582.0,543.0,399389.0,582.0,0.6307702026682881,0.03935479225267016,10.109850053831712,1.4154713590962646,0.0,249.0,543.0,399722.0,249.0,1.4738676985986692,0.09181131428059017,23.660329993029848,1.4162804962896958,582,0,10,,,,,,,,0.789051069375852,2.8786559271336336,False,False,False,False,False,uncertain,False,,False,,
ESOMEPRAZOLE MAGNESIUM,0.0,216.0,543.0,399755.0,216.0,1.6986621227991527,0.10576966562299074,27.280534456046574,1.416496157981498,0.0,84.0,543.0,399887.0,84.0,4.35363058850427,0.2697364732579299,70.26895203391932,1.419040783992093,216,0,13,,,,,,,,0.2928436958508317,1.0683671482145443,False,False,False,False,False,uncertain,False,,False,,
ESOMEPRAZOLE MAGNESIUM\NAPROXEN,0.0,44.0,543.0,399927.0,44.0,8.267833331610555,0.508502994432428,134.42805400898004,1.4227840092468396,0.0,0.0,0.0,0.0,0.0,,,,,44,0,3,,,,,,,,0.05965334545109534,0.21763034500666645,False,False,False,False,False,uncertain,False,,False,,
ESOMEPRAZOLE SODIUM,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,32,0,0,,,,,,,,0.04338425123716025,0.15827661455030287,False,False,False,False,False,uncertain,False,,False,,
ESOMEPRAZOLE\NAPROXEN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ESPEROCT,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,6,0,1,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
ESTARYLLA,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ESTAZOLAM,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ESTRACE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ESTRADERM,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL,0.0,393.0,543.0,399578.0,393.0,0.9341741196934079,0.05825140186548152,14.98129243172918,1.4157625948940342,0.0,331.0,543.0,399640.0,331.0,1.109063510762737,0.06913406466147543,17.79183499376669,1.4159304431728719,393,0,1,,,,,,,,0.5328128355063743,1.943834672445907,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL / NORETHINDRONE ACETATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL ACETATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL BENZOATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL HEMIHYDRATE,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL TRANSDERMAL SYSTEM,0.0,377.0,543.0,399594.0,377.0,0.9738072463856413,0.060718239699025366,15.618050816588598,1.4158006341156963,0.0,377.0,543.0,399594.0,377.0,0.9738072463856413,0.060718239699025366,15.618050816588598,1.4158006341156963,377,0,0,,,,,,,,0.5111207098877941,1.8646963651707558,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL VAGINAL,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,24,0,0,,,,,,,,0.032538188427870186,0.11870746091272716,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL VAGINAL INSERTS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL VALERATE,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL VALERATE\NORETHINDRONE ACETATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL VALERATE\NORGESTREL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL\ESTRIOL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL\NORETHINDRONE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL\NORETHINDRONE ACETATE,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
ESTRADIOL\NORETHINDRONE ACETATE\RELUGOLIX,0.0,35.0,543.0,399936.0,35.0,10.364136983816422,0.6349388831105424,169.174291064185,1.4247846998351676,0.0,34.0,543.0,399937.0,34.0,10.664573417063318,0.6529777619804971,174.17610949410957,1.4250712031474102,35,0,0,,,,,,,,0.047451524790644024,0.17311504716439377,False,False,False,False,False,uncertain,False,,False,,
ESTRAMUSTINE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ESTRAMUSTINE PHOSPHATE SODIUM,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRING,0.0,98.0,543.0,399873.0,98.0,3.7347096979065,0.23165919432650897,60.20938028463466,1.4184479939207424,0.0,98.0,543.0,399873.0,98.0,3.7347096979065,0.23165919432650897,60.20938028463466,1.4184479939207424,98,0,0,,,,,,,,0.13286426941380325,0.4847221320603025,False,False,False,False,False,uncertain,False,,False,,
ESTRIOL,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ESTROGEL,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,20,0,0,,,,,,,,0.027115157023225155,0.09892288409393929,False,False,False,False,False,uncertain,False,,False,,
ESTROGENS,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,17,0,0,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
"ESTROGENS, CONJUGATED",0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
"ESTROGENS, ESTERIFIED\METHYLTESTOSTERONE",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESTRONE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ESZOPICLONE,0.0,28.0,543.0,399943.0,28.0,12.909940444487484,0.7871509708601212,211.73392201764915,1.4272106172721546,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,28,0,0,,,,,,,,0.037961219832515214,0.138492037731515,False,False,False,False,False,uncertain,False,,False,,
ETANERCEPT,0.0,571.0,543.0,399400.0,571.0,0.6429287185467962,0.040112464420437886,10.304959894750665,1.415483031135585,0.0,234.0,543.0,399737.0,234.0,1.5682037963684012,0.09767044418037961,25.17919486884336,1.4163710037870516,571,0,1,,,,,,,,0.7741377330130782,2.824248340881967,False,False,False,False,False,uncertain,False,,False,,
ETELCALCETIDE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ETENTAMIG,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ETHACRYNIC ACID,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ETHAMBUTOL,0.0,171.0,543.0,399800.0,171.0,2.1446166060063137,0.13342576259480218,34.471456616109435,1.4169238975472638,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,171,0,0,,,,,,,,0.23183459254857508,0.845790659003181,False,False,False,False,False,uncertain,False,,False,,
ETHAMBUTOL HYDROCHLORIDE,0.0,58.0,543.0,399913.0,58.0,6.288986389262378,0.38823282995128705,101.87533550238426,1.4208928334106352,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,58,0,0,,,,,,,,0.07863395536735295,0.28687636387242393,False,False,False,False,False,uncertain,False,,False,,
ETHAMBUTOL HYDROCHLORIDE\ISONIAZID\PYRAZINAMIDE\RIFAMPIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ETHAMBUTOL\ISONIAZID\PYRAZINAMIDE\RIFAMPIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ETHAMBUTOL\ISONIAZID\PYRAZINAMIDE\RIFAMYCIN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ETHAMSYLATE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,0.0,0.0,0.0,0.0,,,,,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ETHANOL BASED HAND SANITIZER,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ETHAVERINE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
