roc_auc,pr_auc,balanced_accuracy,accuracy,sensitivity,specificity,precision,f1,mcc,brier,tn,fp,fn,tp,threshold,model,fold,threshold_type,n_train,n_test,n_train_pos,n_test_pos
0.7424242424242423,0.8407194824658201,0.5890151515151515,0.6164383561643837,0.875,0.3030303030303031,0.6034482758620691,0.7142857142857144,0.21929123345770976,0.240608107316699,3.0,7.0,2.0,10.0,0.5,logistic_l2,26,fixed_0.5,84,22,47,12
0.7424242424242423,0.8407194824658201,0.625,0.5890410958904109,0.25,1.0,1.0,0.4,0.36187343222787266,0.240608107316699,10.0,0.0,10.0,2.0,0.9776047975092967,logistic_l2,26,train_youden,84,22,47,12
0.6527093596059113,0.7424498185797934,0.5997536945812807,0.6171875,0.7857142857142857,0.4137931034482759,0.6179775280898877,0.6918238993710693,0.2157718053267785,0.2715742646109675,4.0,5.0,3.0,9.0,0.5,logistic_l2,27,fixed_0.5,85,21,47,12
0.6527093596059113,0.7424498185797934,0.5357142857142857,0.49218749999999994,0.07142857142857142,1.0,1.0,0.13333333333333333,0.18352592565924458,0.2715742646109675,9.0,0.0,11.0,1.0,0.9800440929346864,logistic_l2,27,train_youden,85,21,47,12
0.6175824175824176,0.6650544936682785,0.5736263736263736,0.5777777777777777,0.46153846153846156,0.6857142857142857,0.576923076923077,0.5128205128205129,0.15119185181874395,0.26358108925686985,6.0,3.0,7.0,5.0,0.5,logistic_l2,28,fixed_0.5,85,21,47,12
0.6175824175824176,0.6650544936682785,0.5769230769230769,0.5925925925925924,0.15384615384615385,1.0,1.0,0.26666666666666666,0.2935197542821369,0.26358108925686985,9.0,0.0,10.0,2.0,0.9807751229953807,logistic_l2,28,train_youden,85,21,47,12
0.64,0.6444950088513542,0.65,0.6444444444444445,0.6,0.7000000000000002,0.7142857142857144,0.6521739130434783,0.2988071523335983,0.2536076956001089,6.0,3.0,5.0,7.0,0.5,logistic_l2,29,fixed_0.5,85,21,47,12
0.64,0.6444950088513542,0.39999999999999997,0.35555555555555557,0.0,0.8,0.0,0.0,-0.3492151478847895,0.2536076956001089,7.0,2.0,12.0,0.0,0.9808489694890392,logistic_l2,29,train_youden,85,21,47,12
0.7126696832579186,0.7550467210143339,0.6108597285067874,0.6090225563909775,0.6923076923076923,0.5294117647058825,0.5844155844155845,0.6338028169014085,0.22447892035757697,0.2372063674427487,5.0,5.0,4.0,7.0,0.5,logistic_l2,30,fixed_0.5,85,21,48,11
0.7126696832579186,0.7550467210143339,0.5,0.5112781954887217,0.0,1.0,0.0,0.0,0.0,0.2372063674427487,10.0,0.0,11.0,0.0,0.979441019140298,logistic_l2,30,train_youden,85,21,48,11
0.5656565656565656,0.5940173448110984,0.5545454545454546,0.5531914893617021,0.5333333333333333,0.5757575757575759,0.5882352941176472,0.5594405594405595,0.10893696558842558,0.2964859631051816,6.0,4.0,6.0,6.0,0.5,logistic_l2,31,fixed_0.5,84,22,47,12
0.5656565656565656,0.5940173448110984,0.4545454545454546,0.425531914893617,0.0,0.9090909090909092,0.0,0.0,-0.22473328748774743,0.2964859631051816,9.0,1.0,12.0,0.0,0.979962540482166,logistic_l2,31,train_youden,84,22,47,12
0.5619047619047619,0.709013357280287,0.5238095238095238,0.5384615384615384,0.7142857142857143,0.33333333333333337,0.5555555555555557,0.6250000000000001,0.05143444998736397,0.3405586928701317,3.0,6.0,4.0,8.0,0.5,logistic_l2,32,fixed_0.5,85,21,47,12
0.5619047619047619,0.709013357280287,0.6071428571428571,0.5769230769230769,0.21428571428571427,1.0,1.0,0.35294117647058826,0.3343669275452117,0.3405586928701317,9.0,0.0,10.0,2.0,0.981067011599143,logistic_l2,32,train_youden,85,21,47,12
